Date;Number 1;Number 2;Number 3;Number 4;Number 5;Number 6
27/02/2002;4;7;10;18;31;34
23/02/2002;13;18;23;28;35;37
20/02/2002;2;15;18;29;31;34
16/02/2002;5;7;11;23;37;41
13/02/2002;5;10;16;20;39;42
09/02/2002;6;9;21;22;25;39
06/02/2002;3;10;21;22;34;35
02/02/2002;2;13;17;26;35;38
30/01/2002;15;16;27;28;34;36
26/01/2002;2;7;11;12;25;26
23/01/2002;8;11;14;17;20;31
19/01/2002;2;3;6;36;38;42
16/01/2002;1;10;12;16;28;37
12/01/2002;6;11;22;24;25;27
09/01/2002;6;22;24;26;27;42
05/01/2002;13;15;19;22;32;35
02/01/2002;4;5;15;16;27;38
29/12/2001;9;13;14;31;34;42
26/12/2001;9;12;24;32;33;39
22/12/2001;20;25;28;30;37;42
19/12/2001;20;28;32;34;38;42
15/12/2001;24;26;34;40;41;42
12/12/2001;5;9;11;18;27;37
08/12/2001;1;2;12;20;21;32
05/12/2001;7;13;14;23;37;42
01/12/2001;8;23;31;34;36;38
28/11/2001;4;16;19;33;38;42
24/11/2001;5;10;13;26;29;36
21/11/2001;19;27;32;35;36;40
17/11/2001;2;8;20;25;30;41
14/11/2001;8;9;11;14;17;36
10/11/2001;3;9;21;25;31;35
07/11/2001;1;2;9;13;18;19
03/11/2001;3;6;8;12;29;30
31/10/2001;3;5;6;20;25;38
27/10/2001;5;7;9;19;26;42
24/10/2001;6;9;15;20;25;26
20/10/2001;1;8;25;27;29;36
17/10/2001;18;20;21;28;36;42
13/10/2001;3;6;19;26;29;35
10/10/2001;9;14;22;30;39;42
06/10/2001;6;10;16;26;28;32
03/10/2001;2;4;8;28;30;34
29/09/2001;5;20;24;26;29;30
26/09/2001;4;7;12;16;17;40
22/09/2001;19;24;25;29;36;40
19/09/2001;7;20;28;31;38;40
15/09/2001;12;27;28;34;35;42
12/09/2001;8;20;26;37;39;41
08/09/2001;11;15;22;23;32;36
05/09/2001;4;6;15;21;34;39
01/09/2001;2;11;15;22;36;41
29/08/2001;6;21;23;26;28;33
25/08/2001;4;6;8;13;18;19
22/08/2001;3;19;23;26;35;36
18/08/2001;12;26;28;31;34;37
15/08/2001;6;12;16;20;26;35
11/08/2001;7;16;24;25;29;41
08/08/2001;7;11;20;34;37;41
04/08/2001;1;12;21;23;25;30
01/08/2001;11;13;15;23;26;31
28/07/2001;15;16;25;26;36;40
25/07/2001;2;5;27;34;35;36
21/07/2001;4;5;7;17;25;41
18/07/2001;5;16;18;26;34;35
14/07/2001;2;3;10;29;39;41
11/07/2001;5;10;15;16;21;36
07/07/2001;5;8;9;28;30;40
04/07/2001;3;10;12;13;17;38
30/06/2001;5;23;25;30;32;37
27/06/2001;3;6;16;30;37;42
23/06/2001;1;9;10;33;35;41
20/06/2001;2;13;19;22;27;38
16/06/2001;2;5;6;28;36;42
13/06/2001;5;11;24;25;29;41
09/06/2001;7;11;13;18;29;30
06/06/2001;1;3;6;20;23;29
02/06/2001;7;10;16;18;26;27
30/05/2001;2;8;13;28;37;42
26/05/2001;10;15;20;30;31;36
23/05/2001;2;5;8;11;27;39
19/05/2001;2;16;19;29;34;37
16/05/2001;2;6;8;13;16;36
12/05/2001;16;20;30;35;36;37
09/05/2001;2;4;5;12;16;29
05/05/2001;13;16;31;33;37;40
02/05/2001;4;10;12;26;30;33
28/04/2001;1;4;15;17;27;29
25/04/2001;1;7;8;9;25;27
21/04/2001;3;19;33;34;40;42
18/04/2001;5;7;13;19;24;29
14/04/2001;7;16;18;21;30;33
11/04/2001;1;7;11;25;32;37
07/04/2001;7;15;16;30;31;36
04/04/2001;4;14;15;16;21;36
31/03/2001;1;9;21;23;24;39
28/03/2001;3;12;13;15;32;36
24/03/2001;6;8;18;23;30;32
21/03/2001;1;14;19;21;29;34
17/03/2001;6;11;14;15;38;41
14/03/2001;2;6;12;17;33;41
10/03/2001;7;9;20;34;35;41
07/03/2001;16;19;21;25;33;42
03/03/2001;6;8;10;14;16;33
28/02/2001;11;26;27;29;34;37
24/02/2001;2;13;28;29;30;42
21/02/2001;2;15;30;34;37;42
17/02/2001;2;7;15;17;21;34
14/02/2001;1;2;14;16;19;25
10/02/2001;9;12;13;19;28;37
07/02/2001;3;21;22;23;25;30
03/02/2001;22;23;24;26;35;42
31/01/2001;5;6;7;9;24;33
27/01/2001;1;4;8;11;30;36
24/01/2001;2;4;29;35;37;42
20/01/2001;3;4;16;25;28;39
17/01/2001;2;10;11;21;25;35
13/01/2001;5;9;16;30;31;42
10/01/2001;2;3;16;20;30;40
06/01/2001;1;6;28;35;38;39
03/01/2001;19;23;33;34;38;40
30/12/2000;11;12;19;21;29;31
27/12/2000;4;6;10;15;32;38
23/12/2000;4;8;28;35;39;41
20/12/2000;4;19;26;34;35;40
16/12/2000;4;12;16;32;36;41
13/12/2000;6;17;22;24;27;39
09/12/2000;7;11;14;18;31;35
06/12/2000;11;20;27;33;35;42
02/12/2000;6;17;18;30;32;40
29/11/2000;10;13;18;22;23;38
25/11/2000;3;4;7;9;24;42
22/11/2000;10;13;16;21;34;39
18/11/2000;12;16;18;32;33;41
15/11/2000;3;12;14;34;35;42
11/11/2000;1;9;11;14;36;42
08/11/2000;1;4;6;10;11;40
04/11/2000;13;18;20;23;24;42
01/11/2000;14;16;20;24;35;36
28/10/2000;10;13;28;29;30;32
25/10/2000;9;19;25;26;30;36
21/10/2000;1;2;7;9;23;40
18/10/2000;1;5;11;17;34;39
14/10/2000;11;17;31;35;40;42
11/10/2000;4;8;10;16;26;31
07/10/2000;8;16;37;38;39;41
04/10/2000;15;17;28;33;38;42
30/09/2000;1;2;8;24;27;38
27/09/2000;2;3;6;25;32;39
23/09/2000;4;10;13;21;25;28
20/09/2000;5;13;15;29;33;37
16/09/2000;4;16;20;28;30;42
13/09/2000;1;11;18;21;24;26
09/09/2000;2;3;5;22;27;31
06/09/2000;7;11;26;28;33;40
02/09/2000;1;8;9;10;20;26
30/08/2000;1;5;15;16;27;39
26/08/2000;10;11;18;22;24;37
23/08/2000;7;21;23;24;26;36
19/08/2000;1;11;29;30;38;39
16/08/2000;3;12;14;16;19;25
12/08/2000;13;22;26;30;34;36
09/08/2000;14;21;29;30;32;37
05/08/2000;2;8;15;20;24;28
02/08/2000;12;14;16;19;21;28
29/07/2000;2;5;7;8;24;25
26/07/2000;21;24;27;31;32;33
22/07/2000;10;12;15;21;29;35
19/07/2000;4;9;11;24;26;33
15/07/2000;1;11;18;29;36;37
12/07/2000;5;7;12;14;30;41
08/07/2000;5;11;12;20;22;33
05/07/2000;10;18;22;29;32;40
01/07/2000;1;2;3;5;37;41
28/06/2000;9;14;16;18;23;29
24/06/2000;5;7;16;21;36;38
21/06/2000;4;10;15;33;39;40
17/06/2000;2;5;10;11;26;27
14/06/2000;4;5;15;24;40;42
10/06/2000;26;28;30;33;37;38
07/06/2000;4;19;27;34;35;36
03/06/2000;2;4;5;9;19;28
31/05/2000;1;2;9;23;31;40
27/05/2000;2;4;12;17;30;33
24/05/2000;13;14;16;23;35;39
20/05/2000;7;23;29;33;34;40
17/05/2000;6;14;16;23;27;32
13/05/2000;2;3;7;14;18;27
10/05/2000;1;13;15;19;33;40
06/05/2000;9;12;14;16;32;33
03/05/2000;3;4;25;32;34;37
29/04/2000;3;5;11;23;31;38
26/04/2000;1;22;23;33;37;38
22/04/2000;3;6;7;8;9;33
19/04/2000;5;6;22;24;31;42
15/04/2000;4;6;13;17;32;38
12/04/2000;3;5;20;23;24;36
08/04/2000;10;26;27;28;29;32
05/04/2000;5;10;12;21;30;36
01/04/2000;4;9;16;24;28;41
29/03/2000;11;16;19;31;32;42
25/03/2000;3;12;23;35;39;40
22/03/2000;10;14;26;27;32;39
18/03/2000;3;14;23;29;30;38
15/03/2000;12;19;21;29;40;41
11/03/2000;3;8;13;19;27;33
08/03/2000;13;14;19;24;25;34
04/03/2000;3;8;11;14;26;28
01/03/2000;7;12;24;27;30;35
26/02/2000;4;14;16;24;35;41
23/02/2000;6;23;25;28;33;35
19/02/2000;2;11;21;24;29;42
16/02/2000;4;5;12;27;33;40
12/02/2000;7;21;25;26;32;36
09/02/2000;3;8;12;13;16;24
05/02/2000;4;14;17;29;31;39
02/02/2000;7;18;19;25;30;33
29/01/2000;11;24;27;29;32;37
26/01/2000;21;22;33;34;36;37
22/01/2000;2;11;18;21;28;40
19/01/2000;4;7;17;23;27;40
15/01/2000;15;16;19;21;25;39
12/01/2000;8;11;24;27;35;41
08/01/2000;2;9;23;24;31;35
05/01/2000;9;13;14;22;23;39
01/01/2000;9;19;22;39;41;42
29/12/1999;1;9;25;34;38;40
25/12/1999;9;14;16;29;31;39
22/12/1999;12;14;22;24;30;42
18/12/1999;4;8;13;18;23;40
15/12/1999;4;11;18;19;24;29
11/12/1999;8;15;22;24;25;34
08/12/1999;7;13;21;32;36;38
04/12/1999;5;11;26;30;32;39
01/12/1999;12;16;21;25;31;41
27/11/1999;1;2;6;20;27;42
24/11/1999;13;17;18;19;23;28
20/11/1999;12;13;18;37;41;42
17/11/1999;1;8;16;25;32;37
13/11/1999;16;17;23;28;32;41
10/11/1999;16;18;20;30;33;42
06/11/1999;2;11;16;18;24;37
03/11/1999;4;14;16;33;34;35
30/10/1999;18;24;25;26;34;35
27/10/1999;6;12;19;29;34;38
23/10/1999;16;20;23;34;37;39
20/10/1999;1;2;8;21;24;28
16/10/1999;24;27;36;38;41;42
13/10/1999;2;4;5;13;29;35
09/10/1999;4;14;16;18;33;34
06/10/1999;7;11;18;30;38;42
02/10/1999;6;9;12;22;34;35
29/09/1999;10;19;24;29;41;42
25/09/1999;7;8;10;15;31;34
22/09/1999;3;13;16;28;30;33
18/09/1999;5;6;12;18;28;29
15/09/1999;4;9;13;17;21;41
11/09/1999;5;11;18;34;37;38
08/09/1999;5;6;7;16;30;37
04/09/1999;2;15;19;23;36;39
01/09/1999;3;4;13;15;25;38
28/08/1999;3;11;14;29;30;41
25/08/1999;6;23;25;27;29;36
21/08/1999;14;18;30;34;39;42
18/08/1999;13;17;21;30;36;39
14/08/1999;7;13;23;24;28;37
11/08/1999;2;6;9;21;39;41
07/08/1999;3;13;24;27;28;38
04/08/1999;6;9;24;33;36;42
31/07/1999;2;3;7;13;16;40
28/07/1999;13;16;23;29;35;37
24/07/1999;11;12;16;23;24;35
21/07/1999;7;14;25;34;36;38
17/07/1999;5;6;7;29;38;41
14/07/1999;10;11;13;15;23;42
10/07/1999;9;10;17;24;26;41
07/07/1999;1;7;9;12;16;22
03/07/1999;1;2;14;24;31;32
30/06/1999;8;16;22;27;29;39
26/06/1999;16;20;21;31;33;41
23/06/1999;13;16;25;27;40;41
19/06/1999;6;7;13;17;26;32
16/06/1999;4;21;23;25;27;39
12/06/1999;10;12;15;22;33;34
09/06/1999;2;14;15;27;30;36
05/06/1999;9;10;12;17;19;38
02/06/1999;3;4;20;25;34;41
29/05/1999;1;10;17;21;27;33
26/05/1999;5;21;22;26;27;33
22/05/1999;1;4;6;12;36;40
19/05/1999;3;8;12;23;32;42
15/05/1999;6;10;14;18;32;38
12/05/1999;20;23;25;31;33;42
08/05/1999;2;20;21;35;36;41
05/05/1999;1;6;21;22;32;35
01/05/1999;12;16;23;28;33;36
28/04/1999;10;14;15;17;18;42
24/04/1999;1;9;22;32;33;40
21/04/1999;14;19;21;27;35;41
17/04/1999;2;9;13;22;31;38
14/04/1999;6;24;29;34;40;42
10/04/1999;6;10;13;15;33;36
07/04/1999;1;10;18;30;34;41
03/04/1999;4;10;18;22;29;41
31/03/1999;4;18;30;31;35;40
27/03/1999;1;5;12;27;33;35
24/03/1999;6;10;17;21;31;36
20/03/1999;10;17;20;23;24;28
17/03/1999;2;14;16;24;36;37
13/03/1999;3;20;29;31;33;35
10/03/1999;2;12;13;25;30;34
06/03/1999;3;14;15;19;24;27
03/03/1999;6;21;22;28;32;38
27/02/1999;2;3;23;30;31;42
24/02/1999;3;24;26;32;33;37
20/02/1999;1;11;21;22;27;41
17/02/1999;3;4;7;9;32;37
13/02/1999;3;17;21;33;34;42
10/02/1999;4;13;19;21;29;37
06/02/1999;2;5;12;22;26;40
03/02/1999;6;8;9;13;29;31
30/01/1999;18;25;31;34;37;42
27/01/1999;9;12;17;21;24;31
23/01/1999;10;11;12;24;31;36
20/01/1999;6;9;14;28;33;41
16/01/1999;18;20;37;38;39;42
13/01/1999;12;16;24;28;31;34
09/01/1999;5;6;14;16;31;38
06/01/1999;12;15;18;29;32;33
02/01/1999;3;9;27;28;34;37
30/12/1998;8;22;25;26;32;37
26/12/1998;8;15;19;32;36;38
23/12/1998;4;13;32;36;38;41
19/12/1998;1;16;18;20;29;40
16/12/1998;7;11;16;19;22;38
12/12/1998;11;12;16;33;34;40
09/12/1998;10;13;23;24;31;37
05/12/1998;4;5;8;9;24;26
02/12/1998;3;12;21;27;35;37
28/11/1998;4;20;31;32;40;41
25/11/1998;8;12;19;26;40;41
21/11/1998;3;6;8;17;35;37
18/11/1998;4;11;14;20;21;41
14/11/1998;14;20;27;29;34;41
11/11/1998;2;6;12;26;33;34
07/11/1998;6;8;14;29;36;39
04/11/1998;1;7;27;37;39;40
31/10/1998;8;14;22;27;35;42
28/10/1998;2;3;4;7;14;31
24/10/1998;9;12;14;31;39;40
21/10/1998;3;5;11;23;30;34
17/10/1998;2;4;19;34;37;39
14/10/1998;2;13;30;34;38;40
10/10/1998;9;22;23;24;27;32
07/10/1998;1;14;18;28;30;42
03/10/1998;20;22;23;29;40;42
30/09/1998;5;12;17;18;35;37
26/09/1998;20;24;26;30;33;35
23/09/1998;6;16;19;28;36;40
19/09/1998;5;9;25;26;27;42
16/09/1998;7;15;19;33;38;40
12/09/1998;5;17;18;24;28;30
09/09/1998;1;4;6;8;20;33
05/09/1998;1;3;16;19;20;31
02/09/1998;9;12;14;23;35;38
29/08/1998;8;10;14;17;22;38
26/08/1998;2;7;8;12;30;37
22/08/1998;3;4;6;9;19;21
19/08/1998;3;12;28;30;37;40
15/08/1998;5;8;19;20;34;37
12/08/1998;6;10;14;22;34;41
08/08/1998;1;6;16;17;23;39
05/08/1998;3;12;13;18;19;37
01/08/1998;5;7;14;19;26;39
29/07/1998;1;4;8;28;31;41
25/07/1998;9;13;25;29;31;32
22/07/1998;10;11;13;16;27;37
18/07/1998;9;13;22;25;29;37
15/07/1998;1;6;13;15;31;35
11/07/1998;7;18;19;24;33;37
08/07/1998;21;29;31;34;38;41
04/07/1998;4;8;17;21;22;37
01/07/1998;4;9;18;19;30;38
27/06/1998;5;12;16;20;26;42
24/06/1998;6;10;12;21;28;35
20/06/1998;4;16;25;35;36;41
17/06/1998;11;15;16;21;29;32
13/06/1998;3;6;14;15;18;36
10/06/1998;5;24;28;31;35;39
06/06/1998;16;22;25;27;30;33
03/06/1998;7;9;12;13;14;19
30/05/1998;1;21;23;26;41;42
27/05/1998;13;14;23;25;26;33
23/05/1998;5;10;21;24;27;36
20/05/1998;7;9;21;27;34;38
16/05/1998;2;9;16;21;30;42
13/05/1998;18;29;30;34;38;39
09/05/1998;12;13;24;30;32;35
06/05/1998;8;18;29;30;34;36
02/05/1998;3;11;20;25;28;37
29/04/1998;12;15;18;30;34;40
25/04/1998;3;4;8;11;36;41
22/04/1998;9;12;14;17;22;35
18/04/1998;1;6;29;31;41;42
15/04/1998;10;12;17;24;29;38
11/04/1998;8;10;13;24;25;40
08/04/1998;3;12;14;23;25;35
04/04/1998;16;17;21;26;33;38
01/04/1998;9;11;16;26;29;42
28/03/1998;7;10;17;25;26;35
25/03/1998;2;20;22;36;39;41
21/03/1998;11;12;14;15;17;36
18/03/1998;9;10;13;20;21;22
14/03/1998;7;17;19;24;26;29
11/03/1998;1;2;3;9;32;36
07/03/1998;14;15;22;28;29;39
04/03/1998;9;14;16;25;38;41
28/02/1998;1;5;18;24;33;39
25/02/1998;2;11;12;13;14;24
21/02/1998;2;14;22;27;30;42
18/02/1998;14;15;20;21;32;35
14/02/1998;12;15;30;37;38;40
11/02/1998;3;9;12;17;19;29
07/02/1998;7;15;21;28;33;34
04/02/1998;7;15;19;20;21;22
31/01/1998;2;6;8;9;10;14
28/01/1998;10;23;25;29;32;37
24/01/1998;19;22;31;32;38;41
21/01/1998;12;15;28;31;36;42
17/01/1998;10;14;29;30;32;38
14/01/1998;6;7;24;34;41;42
10/01/1998;1;8;34;37;41;42
07/01/1998;9;14;16;25;37;38
03/01/1998;4;12;17;31;35;41
31/12/1997;1;4;5;7;10;35
27/12/1997;3;4;10;18;28;40
24/12/1997;4;6;27;32;37;41
20/12/1997;9;13;23;35;36;42
17/12/1997;7;18;25;26;38;41
13/12/1997;7;8;9;14;24;29
10/12/1997;3;10;13;22;38;41
06/12/1997;6;21;24;29;35;38
03/12/1997;5;6;9;24;38;41
29/11/1997;9;16;17;24;34;40
26/11/1997;9;14;18;19;28;40
22/11/1997;2;4;17;24;26;37
19/11/1997;5;18;23;25;26;28
15/11/1997;3;16;21;32;40;42
12/11/1997;1;9;11;12;33;42
08/11/1997;3;16;25;26;27;37
05/11/1997;4;11;12;24;38;42
01/11/1997;16;28;32;34;40;42
29/10/1997;5;9;25;32;39;41
25/10/1997;25;28;31;37;39;40
22/10/1997;15;20;24;25;33;38
18/10/1997;3;11;23;28;36;37
15/10/1997;5;9;25;31;35;42
11/10/1997;12;13;14;21;31;38
08/10/1997;3;6;28;33;36;39
04/10/1997;8;17;21;40;41;42
01/10/1997;4;7;8;14;25;26
27/09/1997;8;9;11;15;36;41
24/09/1997;17;23;26;28;37;38
20/09/1997;13;17;20;27;29;37
17/09/1997;1;21;23;35;38;41
13/09/1997;15;24;26;32;34;36
10/09/1997;9;11;25;35;39;40
06/09/1997;8;10;18;30;31;40
03/09/1997;9;12;17;26;27;38
30/08/1997;10;14;17;22;24;30
27/08/1997;1;8;19;20;25;36
23/08/1997;4;14;20;28;34;39
20/08/1997;3;7;21;24;33;34
16/08/1997;1;2;17;30;35;38
13/08/1997;7;17;18;24;35;40
09/08/1997;1;12;13;16;18;42
06/08/1997;13;17;18;19;22;30
02/08/1997;5;22;31;34;38;40
30/07/1997;3;7;9;16;20;41
26/07/1997;5;13;16;22;28;41
23/07/1997;2;3;4;7;21;36
19/07/1997;2;4;26;31;33;35
16/07/1997;6;14;19;21;31;41
12/07/1997;8;9;15;18;33;35
09/07/1997;4;10;22;34;36;39
05/07/1997;1;5;9;12;20;29
02/07/1997;14;19;29;31;34;37
28/06/1997;1;7;12;25;35;39
25/06/1997;7;11;18;19;26;42
21/06/1997;3;12;19;23;40;41
18/06/1997;5;16;18;31;34;39
14/06/1997;2;3;8;14;21;36
11/06/1997;17;23;24;35;37;38
07/06/1997;4;11;24;31;37;40
04/06/1997;11;23;29;36;39;42
31/05/1997;7;14;26;34;35;36
28/05/1997;5;8;16;17;26;37
24/05/1997;9;11;15;17;40;41
21/05/1997;22;24;28;29;30;40
17/05/1997;7;18;19;22;33;34
14/05/1997;13;22;26;33;40;42
10/05/1997;1;4;7;12;31;42
07/05/1997;7;14;20;21;26;31
03/05/1997;12;19;22;29;34;39
30/04/1997;7;10;16;17;33;37
26/04/1997;5;9;10;15;18;32
23/04/1997;17;18;22;24;25;33
19/04/1997;5;12;27;29;34;40
16/04/1997;7;11;22;34;38;42
12/04/1997;1;7;16;21;24;39
09/04/1997;9;11;18;23;29;33
05/04/1997;5;9;20;22;36;42
02/04/1997;16;17;24;26;30;42
29/03/1997;1;7;9;10;19;39
26/03/1997;7;18;19;22;30;37
22/03/1997;2;7;9;16;21;25
19/03/1997;14;16;23;32;36;39
15/03/1997;10;14;27;30;35;37
12/03/1997;10;18;22;27;30;32
08/03/1997;11;17;19;35;36;37
05/03/1997;5;14;16;21;25;37
01/03/1997;23;24;30;31;33;35
26/02/1997;15;16;25;35;38;42
22/02/1997;16;32;34;35;36;42
19/02/1997;2;5;23;26;36;39
15/02/1997;6;12;18;26;35;36
12/02/1997;5;12;22;24;36;37
08/02/1997;16;18;25;32;40;41
05/02/1997;20;26;29;35;37;39
01/02/1997;3;6;17;18;24;38
29/01/1997;3;14;15;16;35;38
25/01/1997;2;8;9;22;27;32
22/01/1997;5;8;16;21;41;42
18/01/1997;1;20;26;27;30;35
15/01/1997;7;15;16;21;24;27
11/01/1997;10;15;16;25;31;39
08/01/1997;19;23;27;28;34;35
04/01/1997;3;13;21;28;31;38
01/01/1997;4;7;19;29;36;41
28/12/1996;5;29;32;35;36;38
25/12/1996;2;8;18;21;28;42
21/12/1996;8;11;22;28;30;33
18/12/1996;1;4;9;23;26;33
14/12/1996;12;23;30;34;37;42
11/12/1996;10;18;21;24;41;42
07/12/1996;12;14;20;31;35;40
04/12/1996;3;23;24;31;32;39
30/11/1996;3;5;19;20;26;27
27/11/1996;4;6;12;14;24;35
23/11/1996;1;14;17;18;30;31
20/11/1996;4;7;15;16;25;40
16/11/1996;3;5;32;36;37;39
13/11/1996;5;12;27;35;38;40
09/11/1996;3;6;9;11;23;35
06/11/1996;1;9;19;23;27;41
02/11/1996;7;8;21;24;26;39
30/10/1996;11;20;35;40;41;42
26/10/1996;6;12;24;28;36;40
23/10/1996;2;3;19;20;25;29
19/10/1996;3;5;25;26;27;33
16/10/1996;5;14;20;26;40;42
12/10/1996;4;10;14;22;23;32
09/10/1996;16;19;22;25;36;41
05/10/1996;13;14;15;17;18;19
02/10/1996;2;3;10;15;18;29
28/09/1996;1;8;22;29;31;32
25/09/1996;2;8;14;17;21;26
21/09/1996;1;15;26;28;31;37
18/09/1996;19;20;21;26;28;37
14/09/1996;4;9;23;28;35;38
11/09/1996;1;7;16;21;28;37
07/09/1996;1;7;8;11;22;24
04/09/1996;9;14;17;23;28;37
31/08/1996;6;24;27;33;40;42
28/08/1996;5;7;16;20;22;37
24/08/1996;19;26;30;31;39;42
21/08/1996;15;20;23;27;34;40
17/08/1996;2;13;16;20;25;36
14/08/1996;14;17;21;31;32;36
10/08/1996;1;10;20;21;33;41
07/08/1996;10;17;24;37;38;39
03/08/1996;15;24;28;31;32;35
31/07/1996;9;12;14;16;24;38
27/07/1996;10;17;20;27;31;37
24/07/1996;4;11;20;35;39;42
20/07/1996;2;4;25;27;34;36
17/07/1996;2;10;24;28;39;42
13/07/1996;6;11;18;32;35;39
10/07/1996;2;11;16;18;23;33
06/07/1996;2;13;20;25;30;31
03/07/1996;15;19;20;26;37;40
29/06/1996;2;4;8;14;19;26
26/06/1996;15;16;21;22;23;34
22/06/1996;5;6;23;27;31;41
19/06/1996;2;14;18;32;41;42
15/06/1996;9;10;12;16;24;25
12/06/1996;10;25;36;38;39;40
08/06/1996;2;7;25;28;40;42
05/06/1996;4;14;16;21;26;32
01/06/1996;3;13;15;24;32;34
29/05/1996;3;9;24;25;38;40
25/05/1996;4;5;12;13;23;25
22/05/1996;1;7;21;23;31;39
18/05/1996;2;13;23;27;32;36
15/05/1996;1;7;9;13;14;42
11/05/1996;10;17;19;26;27;32
08/05/1996;6;11;20;29;31;32
04/05/1996;10;15;26;27;37;39
01/05/1996;2;5;6;11;26;39
27/04/1996;18;21;22;30;34;36
24/04/1996;1;7;14;16;27;28
20/04/1996;9;11;14;17;29;40
17/04/1996;1;2;7;12;13;26
13/04/1996;10;12;20;23;30;31
10/04/1996;7;8;18;23;25;31
06/04/1996;11;23;24;25;26;36
03/04/1996;1;6;7;16;22;40
30/03/1996;2;11;21;28;31;40
27/03/1996;1;14;17;19;22;31
23/03/1996;2;11;30;33;39;41
20/03/1996;2;9;12;25;27;31
16/03/1996;3;16;26;32;36;37
13/03/1996;7;9;15;21;29;36
09/03/1996;3;7;20;26;30;41
06/03/1996;5;22;24;29;32;33
02/03/1996;11;22;23;32;33;35
28/02/1996;10;15;16;26;28;34
24/02/1996;8;14;19;22;24;25
21/02/1996;1;3;17;19;23;32
17/02/1996;4;13;20;31;34;36
14/02/1996;3;6;14;31;40;42
10/02/1996;7;8;9;22;25;42
07/02/1996;2;4;7;21;33;36
03/02/1996;2;4;5;17;20;31
31/01/1996;5;22;23;25;27;30
27/01/1996;2;4;17;30;34;36
24/01/1996;1;4;7;21;27;30
20/01/1996;3;4;10;16;29;38
17/01/1996;17;23;31;32;35;36
13/01/1996;6;13;20;21;25;30
10/01/1996;2;4;21;24;26;31
06/01/1996;2;17;21;24;34;41
03/01/1996;6;14;21;22;33;37
30/12/1995;16;25;31;39;40;41
27/12/1995;12;22;27;31;34;38
23/12/1995;6;10;14;19;32;41
20/12/1995;9;15;20;26;30;34
16/12/1995;5;14;16;19;22;42
13/12/1995;4;12;17;18;26;31
09/12/1995;2;5;17;18;35;40
06/12/1995;10;30;31;33;35;37
02/12/1995;5;6;14;21;28;33
29/11/1995;6;8;18;20;22;26
25/11/1995;6;12;22;33;38;39
22/11/1995;13;21;22;25;30;37
18/11/1995;2;10;17;20;22;39
15/11/1995;1;7;19;25;27;33
11/11/1995;3;6;22;24;29;36
08/11/1995;1;19;27;33;34;39
04/11/1995;2;5;22;32;34;40
01/11/1995;5;17;22;34;37;38
28/10/1995;14;18;20;21;32;35
25/10/1995;2;6;30;32;33;40
21/10/1995;8;15;17;18;19;26
18/10/1995;8;14;25;35;36;42
14/10/1995;2;10;12;23;33;38
11/10/1995;15;17;30;32;34;36
07/10/1995;4;7;22;26;36;37
04/10/1995;1;11;12;23;30;34
30/09/1995;6;9;12;15;27;37
27/09/1995;4;7;11;36;39;40
23/09/1995;1;4;7;27;36;38
20/09/1995;11;20;23;24;25;28
16/09/1995;11;17;28;33;36;41
13/09/1995;15;19;24;35;40;42
09/09/1995;10;12;22;23;25;35
06/09/1995;12;22;29;34;38;41
02/09/1995;11;12;28;32;33;42
30/08/1995;5;14;15;21;37;38
26/08/1995;4;20;21;24;29;35
23/08/1995;3;4;13;29;35;41
19/08/1995;1;12;13;17;28;41
16/08/1995;1;6;15;21;29;39
12/08/1995;14;17;30;33;36;42
09/08/1995;2;3;8;14;27;40
05/08/1995;1;5;19;28;37;42
02/08/1995;5;12;25;26;32;36
29/07/1995;1;9;14;27;31;41
26/07/1995;2;7;14;15;37;42
22/07/1995;1;7;8;13;37;39
19/07/1995;1;10;12;21;27;40
15/07/1995;9;20;24;28;33;34
12/07/1995;2;11;24;25;32;34
08/07/1995;2;7;10;23;26;35
05/07/1995;5;11;13;15;22;25
01/07/1995;1;15;18;23;26;39
28/06/1995;5;8;14;27;29;41
24/06/1995;16;19;31;33;37;38
21/06/1995;12;15;20;27;35;36
17/06/1995;1;24;29;30;36;42
14/06/1995;2;26;31;36;37;39
10/06/1995;11;17;24;26;32;38
07/06/1995;1;15;16;18;26;27
03/06/1995;2;4;17;19;26;39
31/05/1995;1;8;13;18;19;41
27/05/1995;10;16;28;30;33;42
24/05/1995;9;17;23;31;36;38
20/05/1995;9;18;20;26;32;37
17/05/1995;5;8;12;17;31;42
13/05/1995;5;15;17;19;23;24
10/05/1995;1;6;9;14;22;42
06/05/1995;5;14;22;23;28;39
03/05/1995;2;3;5;8;14;32
29/04/1995;2;6;11;14;17;32
26/04/1995;6;8;13;29;36;38
22/04/1995;3;4;8;11;26;29
19/04/1995;7;10;16;19;34;37
15/04/1995;4;10;20;28;35;38
12/04/1995;3;4;20;26;32;35
08/04/1995;11;12;23;24;33;41
05/04/1995;15;18;22;28;40;42
01/04/1995;7;20;22;24;26;31
29/03/1995;2;4;5;18;36;40
25/03/1995;2;10;18;36;38;42
22/03/1995;1;8;22;29;34;36
18/03/1995;1;8;11;14;22;40
15/03/1995;8;27;30;32;33;38
11/03/1995;2;3;12;14;20;31
08/03/1995;13;18;19;37;39;41
04/03/1995;4;12;25;26;30;38
01/03/1995;5;12;16;17;27;29
25/02/1995;7;28;29;30;35;38
22/02/1995;13;24;25;30;33;40
18/02/1995;9;32;34;39;40;42
15/02/1995;10;17;21;26;35;40
